target_name	query	matched_word	matched_type	matched_child_type	source_url	city_url	score
营口	营口	营口	district	CITY	https://you.ctrip.com/place/692.html	https://you.ctrip.com/sight/692.html	295
葫芦岛	葫芦岛	葫芦岛	district	CITY	https://you.ctrip.com/place/345.html	https://you.ctrip.com/sight/345.html	295
蚌埠	蚌埠	蚌埠	district	CITY	https://you.ctrip.com/place/205.html	https://you.ctrip.com/sight/205.html	295
衡水	衡水	衡水	district	CITY	https://you.ctrip.com/place/461.html	https://you.ctrip.com/sight/461.html	295
衡阳	衡阳	衡阳	district	CITY	https://you.ctrip.com/place/864.html	https://you.ctrip.com/sight/864.html	295
衢州	衢州	衢州	district	CITY	https://you.ctrip.com/place/174.html	https://you.ctrip.com/sight/174.html	295
襄阳	襄阳	襄阳	district	CITY	https://you.ctrip.com/place/414.html	https://you.ctrip.com/sight/414.html	295
西双版纳	西双版纳	西双版纳	district	CITY	https://you.ctrip.com/place/30.html	https://you.ctrip.com/sight/30.html	295
西安	西安	西安	district	CITY	https://you.ctrip.com/place/7.html	https://you.ctrip.com/sight/7.html	295
许昌	许昌	许昌	district	CITY	https://you.ctrip.com/place/465.html	https://you.ctrip.com/sight/465.html	295
贵港	贵港	贵港	district	CITY	https://you.ctrip.com/place/711.html	https://you.ctrip.com/sight/711.html	295
贵阳	贵阳	贵阳	district	CITY	https://you.ctrip.com/place/33.html	https://you.ctrip.com/sight/33.html	295
贺州	贺州	贺州	district	CITY	https://you.ctrip.com/place/707.html	https://you.ctrip.com/sight/707.html	295
资阳	资阳	资阳	district	CITY	https://you.ctrip.com/place/918.html	https://you.ctrip.com/sight/918.html	295
赣州	赣州	赣州	district	CITY	https://you.ctrip.com/place/473.html	https://you.ctrip.com/sight/473.html	295
赤峰	赤峰	赤峰	district	CITY	https://you.ctrip.com/place/483.html	https://you.ctrip.com/sight/483.html	295
辽源	辽源	辽源	district	CITY	https://you.ctrip.com/place/872.html	https://you.ctrip.com/sight/872.html	295
辽阳	辽阳	辽阳	district	CITY	https://you.ctrip.com/place/881.html	https://you.ctrip.com/sight/881.html	295
达州	达州	达州	district	CITY	https://you.ctrip.com/place/910.html	https://you.ctrip.com/sight/910.html	295
运城	运城	运城	district	CITY	https://you.ctrip.com/place/397.html	https://you.ctrip.com/sight/397.html	295
连云港	连云港	连云港	district	CITY	https://you.ctrip.com/place/238.html	https://you.ctrip.com/sight/238.html	295
迪庆	迪庆	迪庆	district	CITY	https://you.ctrip.com/place/120009.html	https://you.ctrip.com/sight/120009.html	295
通化	通化	通化	district	CITY	https://you.ctrip.com/place/874.html	https://you.ctrip.com/sight/874.html	295
通辽	通辽	通辽	district	CITY	https://you.ctrip.com/place/885.html	https://you.ctrip.com/sight/885.html	295
遂宁	遂宁	遂宁	district	CITY	https://you.ctrip.com/place/605.html	https://you.ctrip.com/sight/605.html	295
遵义	遵义	遵义	district	CITY	https://you.ctrip.com/place/204.html	https://you.ctrip.com/sight/204.html	295
邢台	邢台	邢台	district	CITY	https://you.ctrip.com/place/460.html	https://you.ctrip.com/sight/460.html	295
那曲	那曲	那曲	district	CITY	https://you.ctrip.com/place/919.html	https://you.ctrip.com/sight/919.html	295
邵阳	邵阳	邵阳	district	CITY	https://you.ctrip.com/place/867.html	https://you.ctrip.com/sight/867.html	295
郑州	郑州	郑州	district	CITY	https://you.ctrip.com/place/157.html	https://you.ctrip.com/sight/157.html	295
郴州	郴州	郴州	district	CITY	https://you.ctrip.com/place/336.html	https://you.ctrip.com/sight/336.html	295
鄂尔多斯	鄂尔多斯	鄂尔多斯	district	CITY	https://you.ctrip.com/place/600.html	https://you.ctrip.com/sight/600.html	295
鄂州	鄂州	鄂州	district	CITY	https://you.ctrip.com/place/858.html	https://you.ctrip.com/sight/858.html	295
酒泉	酒泉	酒泉	district	CITY	https://you.ctrip.com/place/282.html	https://you.ctrip.com/sight/282.html	295
重庆	重庆	重庆	district	CITY	https://you.ctrip.com/place/158.html	https://you.ctrip.com/sight/158.html	295
金华	金华	金华	district	CITY	https://you.ctrip.com/place/219.html	https://you.ctrip.com/sight/219.html	295
金昌	金昌	金昌	district	CITY	https://you.ctrip.com/place/832.html	https://you.ctrip.com/sight/832.html	295
钦州	钦州	钦州	district	CITY	https://you.ctrip.com/place/697.html	https://you.ctrip.com/sight/697.html	295
铁岭	铁岭	铁岭	district	CITY	https://you.ctrip.com/place/589.html	https://you.ctrip.com/sight/589.html	295
铁门关	铁门关	铁门关	district	CITY	https://you.ctrip.com/place/1446441.html	https://you.ctrip.com/sight/1446441.html	295
铜仁	铜仁	铜仁	district	CITY	https://you.ctrip.com/place/680.html	https://you.ctrip.com/sight/680.html	295
铜川	铜川	铜川	district	CITY	https://you.ctrip.com/place/907.html	https://you.ctrip.com/sight/907.html	295
铜陵	铜陵	铜陵	district	CITY	https://you.ctrip.com/place/472.html	https://you.ctrip.com/sight/472.html	295
银川	银川	银川	district	CITY	https://you.ctrip.com/place/239.html	https://you.ctrip.com/sight/239.html	295
锡林郭勒盟	锡林郭勒盟	锡林郭勒盟	district	CITY	https://you.ctrip.com/place/484.html	https://you.ctrip.com/sight/484.html	295
长沙	长沙	长沙	district	CITY	https://you.ctrip.com/place/148.html	https://you.ctrip.com/sight/148.html	295
长治	长治	长治	district	CITY	https://you.ctrip.com/place/901.html	https://you.ctrip.com/sight/901.html	295
长白山	长白山	长白山	district	SIGHTZONE	https://you.ctrip.com/place/268.html	https://you.ctrip.com/sight/268.html	270
阜新	阜新	阜新	district	CITY	https://you.ctrip.com/place/879.html	https://you.ctrip.com/sight/879.html	295
阜阳	阜阳	阜阳	district	CITY	https://you.ctrip.com/place/361.html	https://you.ctrip.com/sight/361.html	295
防城港	防城港	防城港	district	CITY	https://you.ctrip.com/place/698.html	https://you.ctrip.com/sight/698.html	295
阳江	阳江	阳江	district	CITY	https://you.ctrip.com/place/363.html	https://you.ctrip.com/sight/363.html	295
阳泉	阳泉	阳泉	district	CITY	https://you.ctrip.com/place/904.html	https://you.ctrip.com/sight/904.html	295
阿克苏	阿克苏	阿克苏地区	district	CITY	https://you.ctrip.com/place/920.html	https://you.ctrip.com/sight/920.html	265
阿勒泰	阿勒泰地区	阿勒泰地区	district	CITY	https://you.ctrip.com/place/427.html	https://you.ctrip.com/sight/427.html	275
阿坝	阿坝藏族羌族自治州	阿坝藏族羌族自治州	district	CITY	https://you.ctrip.com/place/744.html	https://you.ctrip.com/sight/744.html	275
阿拉善盟	阿拉善盟	阿拉善左旗	district	CITY	https://you.ctrip.com/place/143886.html	https://you.ctrip.com/sight/143886.html	145
阿拉尔	阿拉尔	阿拉尔	district	CITY	https://you.ctrip.com/place/120078.html	https://you.ctrip.com/sight/120078.html	295
阿里	阿里	阿里	district	CITY	https://you.ctrip.com/place/99.html	https://you.ctrip.com/sight/99.html	295
陇南	陇南	陇南	district	CITY	https://you.ctrip.com/place/1491.html	https://you.ctrip.com/sight/1491.html	295
陵水	陵水	陵水	district	CITY	https://you.ctrip.com/place/1509.html	https://you.ctrip.com/sight/1509.html	295
随州	随州	随州	district	CITY	https://you.ctrip.com/place/860.html	https://you.ctrip.com/sight/860.html	295
雄安新区	雄安新区	雄安新区	district	SIGHTZONE	https://you.ctrip.com/place/1447346.html	https://you.ctrip.com/sight/1447346.html	270
雅安	雅安	雅安	district	CITY	https://you.ctrip.com/place/917.html	https://you.ctrip.com/sight/917.html	295
青岛	青岛	青岛	district	CITY	https://you.ctrip.com/place/5.html	https://you.ctrip.com/sight/5.html	295
青木川	青木川	青木川古镇	sight		https://you.ctrip.com/sight/qingmuchuanguzhen2731/54322.html	https://you.ctrip.com/sight/2731.html	180
鞍山	鞍山	鞍山	district	CITY	https://you.ctrip.com/place/229.html	https://you.ctrip.com/sight/229.html	295
韶关	韶关	韶关	district	CITY	https://you.ctrip.com/place/222.html	https://you.ctrip.com/sight/222.html	295
马鞍山	马鞍山	马鞍山	district	CITY	https://you.ctrip.com/place/503.html	https://you.ctrip.com/sight/503.html	295
驻马店	驻马店	驻马店	district	CITY	https://you.ctrip.com/place/642.html	https://you.ctrip.com/sight/642.html	295
鸡西	鸡西	鸡西	district	CITY	https://you.ctrip.com/place/852.html	https://you.ctrip.com/sight/852.html	295
鹤壁	鹤壁	鹤壁	district	CITY	https://you.ctrip.com/place/595.html	https://you.ctrip.com/sight/595.html	295
鹤岗	鹤岗	鹤岗	district	CITY	https://you.ctrip.com/place/811.html	https://you.ctrip.com/sight/811.html	295
鹰潭	鹰潭	鹰潭	district	CITY	https://you.ctrip.com/place/186.html	https://you.ctrip.com/sight/186.html	295
黄冈	黄冈	黄冈	district	CITY	https://you.ctrip.com/place/859.html	https://you.ctrip.com/sight/859.html	295
黄山	黄山市	黄山市	district	CITY	https://you.ctrip.com/place/120061.html	https://you.ctrip.com/sight/120061.html	275
黄石	黄石	黄石	district	CITY	https://you.ctrip.com/place/710.html	https://you.ctrip.com/sight/710.html	295
黑河	黑河	黑河	district	CITY	https://you.ctrip.com/place/265.html	https://you.ctrip.com/sight/265.html	295
黔东南	黔东南	黔东南	district	CITY	https://you.ctrip.com/place/2375.html	https://you.ctrip.com/sight/2375.html	295
黔南	黔南	黔南	district	CITY	https://you.ctrip.com/place/2374.html	https://you.ctrip.com/sight/2374.html	295
黔西南	黔西南	黔西南	district	CITY	https://you.ctrip.com/place/1428.html	https://you.ctrip.com/sight/1428.html	295
齐齐哈尔	齐齐哈尔	齐齐哈尔	district	CITY	https://you.ctrip.com/place/395.html	https://you.ctrip.com/sight/395.html	295
龙岩	龙岩	龙岩	district	CITY	https://you.ctrip.com/place/366.html	https://you.ctrip.com/sight/366.html	295
